id,unique_number,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,longitude,latitude,area_hectares,criteria_txt,category,states_name_en,states_name_fr,region_en,region_fr,created_at,updated_at,name_zh,states_name_zh,short_description_zh,region_zh
1060,1493,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Ville protégée de San Miguel et sanctuaire de Jésus Nazareno de Atotonilco,"The fortified town, first established in the 16th century to protect the Royal Route inland, reached its apogee in the 18th century when many of its outstanding religious and civic buildings were built in the style of the Mexican Baroque. Some of these buildings are masterpieces of the style that evolved in the transition from Baroque to neoclassical. Situated 14 km from the town, the Jesuit sanctuary, also dating from the 18th century, is one of the finest examples of Baroque art and architecture in the New Spain. It consists of a large church, and several smaller chapels, all decorated with oil paintings by Rodriguez Juárez and mural paintings by Miguel Antonio Martínez de Pocasangre. Because of its location, San Miguel de Allende acted as a melting pot where Spaniards, Creoles and Amerindians exchanged cultural influences while the Sanctuary of Jesús Nazareno de Atotonilco constitutes an exceptional example of the exchange between European and Latin American cultures. Its architecture and interior decoration testify to the influence of Saint Ignacio de Loyola’s doctrine.","La ville fortifiée, établie au XVIe siècle pour protéger la route intérieure royale, a atteint son apogée au XVIIIe siècle quand de nombreux édifices religieux et civils ont été construits dans le style baroque mexicain. Certains de ces bâtiments sont des chefs-d’œuvre de ce style qui a évolué durant la transition du baroque au néoclassique. Situé à 14 km de la ville, le sanctuaire jésuite, datant également du XVIIIe siècle, est un des plus beaux exemples de l’art et de l’architecture baroques en Nouvelle Espagne. Il est constitué d’une grande église et de plusieurs chapelles plus petites, toutes décorées avec des peintures à l’huile de Rodriguez Juárez et des peintures murales de Miguel Antonio Martínez de Pocasangre. De par sa position, San Miguel de Allende a fait office de creuset où se mêlaient les influences culturelles espagnoles, créoles et amérindiennes. Le sanctuaire, lui, constitue un exemple exceptionnel d’échanges culturels entre l’Europe et l’Amérique latine. Son architecture et sa décoration intérieure sont des témoins de l’influence de la doctrine de Saint Ignace de Loyola.",,,2008,,0,-100.7463889,20.9144444,46.95,(ii)(iv),Cultural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.151359,2024-05-01 10:24:44.949204,聖米格爾防禦城和阿托托尼爾科耶穌納撒連奴聖殿,墨西哥,聖米格爾德阿連德是一個具有重要歷史和文化價值的世界遺產地點，始建於16世紀，旨在保護內陸皇家路線，18世紀達到巔峰時期，許多傑出的宗教和市政建築以墨西哥巴洛克風格建造。其中一些建築物是從巴洛克風格發展至新古典主義風格的傑作。距離市鎮14公里，同樣建於18世紀的耶穌會聖所是新西班牙最出色的巴洛克藝術和建築範例之一。它包括一座大教堂和幾座小教堂，全部裝飾有羅德里格斯·瓦雷斯的油畫和米格爾·安東尼奧·馬丁尼斯·德波卡桑格雷的壁畫。由於其地理位置，聖米格爾德阿連德充當了一個融合了西班牙人、混血兒和美洲印第安人文化影響的熔爐，而亞托托尼爾科的耶穌納撒連奴聖所則是歐洲與拉丁美洲文化交流的杰出範例。其建築和內部裝飾證明了聖伊格納修斯·洛約拉的教義影響。,拉丁美洲和加勒比海
1061,1521,Monarch Butterfly Biosphere Reserve,Réserve de biosphère du papillon monarque,"The 56,259 ha biosphere lies within rugged forested mountains about 100 km northwest of Mexico City. Every autumn, millions, perhaps a billion, butterflies from wide areas of North America return to the site and cluster on small areas of the forest reserve, colouring its trees orange and literally bending their branches under their collective weight. In the spring, these butterflies begin an 8 month migration that takes them all the way to Eastern Canada and back, during which time four successive generations are born and die. How they find their way back to their overwintering site remains a mystery.","La réserve de biosphère du papillon monarque est située dans une chaîne de montagnes à environ 100 km au nord-ouest de Mexico. Sur ces 56 259 ha, chaque automne, des millions, voire un milliard, de papillons provenant des vastes espaces nord-américains s’amoncellent sur de petites parcelles forestières de la réserve, colorant les arbres en orange et faisant ployer les branches sous leur poids collectif. Au printemps, ces papillons reprennent une migration de 8 mois, vers l’est du Canada avant de revenir au Mexique. Durant cette période, quatre générations successives naîtront et mourront. Nous ignorons encore aujourd’hui comment ils parviennent à retrouver leur chemin vers le site d’hivernage.",,,2008,,0,-100.2416667,19.6063889,13551.55,(vii),Natural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.152931,2024-05-01 10:24:51.90965,蝴蝶王蝶保護區,墨西哥,"這個佔地56,259公頃的生物圈位於距離墨西哥城西北約100公里的崎嶇森林山區內。每年秋天，來自北美各地的數百萬、甚至可能達十億隻蝴蝶返回這個地點，並聚集在森林保護區的小範圍內，讓整片樹木呈現橙色，甚至讓樹枝在它們的集體重量下彎曲。而在春天，這些蝴蝶展開長達8個月的遷徙，一路飛到加拿大東部再返回，期間經歷四代的誕生與死亡。它們如何找到回到越冬地點的方法仍然是一個謎。",拉丁美洲和加勒比海
1062,1691,Camino Real de Tierra Adentro,Camino Real de Tierra Adentro,"Camino Real de Tierra Adentro was the Royal Inland Road, also known as the Silver Route. The inscribed property consists of 55 sites and five existing World Heritage sites lying along a 1400 km section of this 2600 km route, that extends north from Mexico City to Texas and New Mexico, United States of America. The route was actively used as a trade route for 300 years, from the mid-16th to the 19th centuries, mainly for transporting silver extracted from the mines of Zacatecas, Guanajuato and San Luis Potosí, and mercury imported from Europe. Although it is a route that was motivated and consolidated by the mining industry, it also fostered the creation of social, cultural and religious links in particular between Spanish and Amerindian cultures.","Le Camino Real de Tierra Adentro était la route royale intérieure, également connue sous le nom de Route de l'argent. Le bien inscrit, qui se compose de 55 sites et de cinq autres déjà inscrits sur la Liste du patrimoine mondial, concerne une section de 1400 km de cette route d'une longueur totale de 2600 km qui partait du nord de Mexico pour se prolonger jusqu'au Texas et au Nouveau-Mexique, aux Etats-Unis. Cette route, utilisée de la moitié du 16e au 19e siècle, servait principalement à convoyer l'argent extrait des mines de Zacatecas, de Guanajuato et de San Luis Potosí et le mercure importé d'Europe. Bien qu'elle doive son existence et sa consolidation à l'industrie minière, cette route favorisa aussi la création de liens sociaux, culturels et religieux, en particulier entre les cultures espagnole et amérindienne.",,,2010,,0,-102.3791667,22.6080556,3101.91,(ii)(iv),Cultural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.15426,2024-05-01 10:24:59.071806,墨西哥內陸之路,墨西哥,千里之路(Camino Real de Tierra Adentro)是皇家內陸道路，又稱為銀路(Silver Route)。這個被列入世界遺產的遺址包括55個地點和五個現有的世界遺產地，位於這條長達2600公里的路線的1400公里段，從墨西哥城一直延伸到美國德克薩斯州和新墨西哥州。這條路線在16世紀中葉至19世紀間活躍地作為貿易路線，主要用於運輸從薩卡特卡斯、瓜納華托和聖路易斯波托西的礦山開採出的銀及從歐洲進口的水銀。雖然這是一條受采礦業推動和鞏固的路線，但也促進了特別是西班牙和美洲原住民文化之間的社會、文化和宗教聯繫的形成。,拉丁美洲和加勒比海
1063,1693,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Grottes préhistoriques de Yagul et Mitla au centre de la vallée de Oaxaca,"This property lies on the northern slopes of the Tlacolula valley in subtropical central Oaxaca and consists of two pre-Hispanic archaeological complexes and a series of pre-historic caves and rock shelters. Some of these shelters provide archaeological and rock-art evidence for the progress of nomadic hunter-gathers to incipient farmers. Ten thousand-year-old Cucurbitaceae seeds in one cave, Guilá Naquitz, are considered to be the earliest known evidence of domesticated plants in the continent, while corn cob fragments from the same cave are said to be the earliest documented evidence for the domestication of maize. The cultural landscape of the Prehistoric Caves of Yagul and Mitla demonstrates the link between man and nature that gave origin to the domestication of plants in North America, thus allowing the rise of Mesoamerican civilizations.","Situé dans la vallée de Tlacolula, dans l'Etat subtropical d'Oaxaca, ce bien se compose de deux ensembles archéologiques préhispaniques et une série de grottes préhistoriques et d'abris sous roche. Certains de ces abris ont livré des traces archéologiques et d'art rupestre qui sont un témoignage des premiers agriculteurs sédentarisés. Des graines de cucurbitacée vieilles de 10 000 ans découvertes dans la grotte Guilá Naquitz sont considérées comme les premiers témoignages de plantes domestiquées sur le continent tandis que des fragments d'épis de maïs trouvés dans la même grotte apparaissent comme les témoignages des plus anciens de domestication du maïs. Le paysage culturel des grottes de Yagul et Mitla démontre le lien entre l'homme et la nature qui est à l'origine de la domestication des plantes en Amérique du Nord, permettant ainsi le développement des civilisations mésoaméricaines.",,,2010,,0,-96.4211111,16.9508333,1515.17,(iii),Cultural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.155561,2024-05-01 10:25:05.780729,瓦哈卡中央谷的亞古爾和米特拉史前洞穴,墨西哥,這個遺產位於熱帶中部的瓦哈卡州北斜坡特拉科盧拉谷，包括兩個史前考古遺址和一系列史前洞穴和岩石避難所。其中一些避難所提供了遊牧獵人轉變為初期農民的考古和岩畫證據。位於Guilá Naquitz的一個洞穴中發現的一萬年前的南瓜籽被認為是大陸上已知最早的馴養植物證據，而同一洞穴中的玉米玉米碎片則被認為是對玉米馴養的最早記錄證據。雅古爾和米特拉史前洞穴的文化景觀展示了人與自然之間的聯繫，這促成了北美植物馴養的起源，從而使中美洲文明得以興起。,拉丁美洲和加勒比海
1064,1858,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Réserve de biosphère El Pinacate et le Grand désert d’Altar,"The 714,566 hectare site comprises two distinct parts: the dormant volcanic Pinacate Shield of black and red lava flows and desert pavements to the east, and, in the west, the Gran Altar Desert with its ever changing and varied sand dunes that can reach a height of 200 metres. This landscape of dramatic contrast notably features linear, star and dome dunes as well as several arid granite massifs, some as high as 650 metres. The dunes emerge like islands from the sea of sand and harbour distinct and highly diverse plant and wildlife communities, including endemic freshwater fish species and the endemic Sonoran Pronghorn, which is only to be found in northwestern Sonora and in southwestern Arizona (USA). Ten enormous, deep and almost perfectly circular craters, believed to have been formed by a combination of eruptions and collapses, also contribute to the dramatic beauty of the site whose exceptional combination of features are of great scientific interest. The site is also a <a href=""https://www.unesco.org/new/en/natural-sciences/environment/ecological-sciences/man-and-biosphere-programme/"">UNESCO Biosphere Reserve</a>.","Ce site de 714 566 hectares comprend deux types de paysages : à l’est, la zone volcanique dormante composée du bouclier du Pinacate, de vastes coulées de lave noires et rouges et d’un pavement désertique ; à l’ouest, le Grand Désert de l’Altar avec ses dunes pouvant atteindre deux cents mètres de haut. Ce paysage fortement contrasté comprend des dunes linéaires, en étoile et à coupole, ainsi que des massifs granitiques arides, pouvant culminer à 650 mètres, qui émergent comme des îles dans une mer de sable. Chaque paysage propose une communauté distincte de plantes et d’animaux, notamment des espèces endémiques de poissons d’eau douce et l’antilocapre de Sonora, espèce que l’on ne trouve qu’au sud-ouest de l’Arizona (Etats-Unis) et au nord-ouest du Sonora. La caractéristique la plus frappante du point de vue visuel est la concentration de dix maars (cratères volcaniques d’explosion), énormes, profonds et presque parfaitement circulaires. Ils seraient nés d’une association d’éruptions et d’effondrements et contribuent à la beauté tragique de ce site présentant des caractéristiques d’un grand intérêt scientifique.",,,2013,,0,-113.9166667,32.0000000,714566.00,(vii)(viii)(x),Natural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.157029,2024-05-01 10:25:15.705778,皮納卡特和格蘭德沙漠保護區生物圈_reserve,墨西哥,"這個佔地714,566公頃的遺產地包括兩個獨特的部分：東部是休眠的Pinacate Shield火山，由黑色和紅色的熔岩流和沙漠鋪地組成；西部是Gran Altar沙漠，擁有不斷變化和各種各樣的沙丘，高度可達200米。這種戲劇性對比的景觀顯著地展示了線性、星形和圓頂沙丘，以及幾個乾旱的花崗岩巨型山脈，有些高達650米。這些沙丘如同海中的島嶼般浮現，擁有獨特且高度多樣的植物和野生動物社區，包括特有的淡水魚種和僅在墨西哥索諾拉州西北部和美國亞利桑那州西南部發現的特有索諾拉羚羊。十個巨大、深邃且幾乎完美圓形的火山口，被認為是由爆發和坍塌的結合形成，也為這個地點的戲劇性景色添上一筆，其獨特的特徵組合具有極大的科學價值。這個地點也是聯合國教科文組織生物圈保護區。",拉丁美洲和加勒比海
1065,2024,Aqueduct of Padre Tembleque Hydraulic System,"Système hydraulique de l'aqueduc de Padre Tembleque","This 16<sup>th</sup> century aqueduct is located between the states of Mexico and Hidalgo, on the Central Mexican Plateau. This heritage canal system encompasses a water catchment area, springs, canals, distribution tanks and arcaded aqueduct bridges. The site incorporates the highest single-level arcade ever built in an aqueduct. Initiated by the Franciscan friar, Padre Tembleque, and built with support from the local indigenous communities, this hydraulic system is an example of the exchange of influences between the European tradition of Roman hydraulics and traditional Mesoamerican construction techniques, including the use of adobe.","Construit au XVIe siècle, cet aqueduc est situé entre l’Etat de Mexíco et l’Etat d’Hidalgo, sur le plateau central mexicain. Ce réseau de canaux du patrimoine comprend notamment une zone de captage des eaux, des sources, des canaux, des réservoirs et des ponts-aqueducs à arcades. Le bien intègre la plus haute arcade sur un seul niveau jamais construite dans un aqueduc. Initié par le père franciscain Tembleque et construit avec le soutien des communautés locales, ce système hydraulique témoigne d’un échange d’influences entre tradition européenne, en matière de connaissance des systèmes hydrauliques romains notamment, et culture mésoaméricaine, représentée entre autre par l’utilisation de méthodes locales de construction en adobe.",,,2015,,0,-98.6625667,19.8352778,6540.00,(i)(ii)(iv),Cultural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.158841,2024-05-01 10:25:20.875281,帕德雷坦布利克水利系統的導水道,墨西哥,這座16世紀的引水渠位於墨西哥和伊達爾戈州之間的中墨西哥高原上。這個世界遺產運河系統包括一個集水區、泉水、運河、分配水箱和拱形引水橋樑。這個遺址包含了有史以來建造的最高單層拱廊。由方濟會修士Padre Tembleque發起，並在當地土著社區的支持下建造，這個水力系統是歐洲傳統羅馬水利工程和傳統的中美洲建築技術之間影響交流的一個例子，其中包括了土磚的使用。,拉丁美洲和加勒比海
1066,2102,Archipiélago de Revillagigedo,Archipel de Revillagigedo,"Located in the eastern Pacific Ocean, this archipelago is made up of four remote islands and their surrounding waters: San Benedicto, Socorro, Roca Partida and Clarión. This archipelago is part of a submerged mountain range, with the four islands representing the peaks of volcanoes emerging above sea level. The islands provide critical habitat for a range of wildlife and are of particular importance for seabirds. The surrounding waters have a remarkable abundance of large pelagic species, such as manta rays, whales, dolphins and sharks. ","Cet archipel, situé dans le Pacifique Est, se compose de quatre îles isolées et de leurs eaux environnantes : San Benedicto, Socorro, Roca Partida et Clarión. Cet archipel fait partie d’une chaîne de montagnes sous-marines, et les quatre îles représentent les sommets de volcans émergeant de la mer. Les îles offrent un habitat vital à de nombreuses espèces sauvages, et elles sont particulièrement importantes pour les oiseaux marins. Les eaux qui les entourent se caractérisent par une concentration remarquable d’espèces pélagiques de grande taille comme les raies manta, les baleines, les dauphins et les requins. ",,,2016,,0,-110.9752778,18.7880556,636685.38,(vii)(ix)(x),Natural,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.16071,2024-05-01 10:25:26.339882,雷維吉多群島,墨西哥,位於東太平洋的這個群島由四個偏遠的島嶼和周圍的海域組成：聖貝內迪托、索科羅、羅卡帕蒂達和克拉里翁。這個群島是一個沉沒的山脈的一部分，其中的四個島嶼代表了從海平面上升起的火山峰。這些島嶼為各種野生動物提供了重要的棲息地，尤其對海鳥而言至關重要。周圍海域有大量豐富的大型遠洋物種，如蝠魟、鯨魚、海豚和鯊魚。,拉丁美洲和加勒比海
1067,2287,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,Vallée de Tehuacán-Cuicatlán : habitat originel de Méso-Amérique,"Tehuacán-Cuicatlán Valley, part of the Mesoamerican region, is the arid or semi-arid zone with the richest biodiversity in all of North America. Consisting of three components, Zapotitlán-Cuicatlán, San Juan Raya and Purrón, it is one of the main centres of diversification for the cacti family, which is critically endangered worldwide. The valley harbours the densest forests of columnar cacti in the world, shaping a unique landscape that also includes agaves, yuccas and oaks. Archaeological remains demonstrate technological developments and the early domestication of crops. The valley presents an exceptional water management system of canals, wells, aqueducts and dams, the oldest in the continent, which has allowed for the emergence of agricultural settlements.<o:p></o:p>","La vallée de Tehuacán-Cuicatlán, qui fait partie de la région méso-américaine, est la zone aride ou semi-aride la plus riche en biodiversité de toute l’Amérique du Nord. Composé de trois éléments - Zapotitlán-Cuicatlán, San Juan Raya et Purrón -, ce bein est l'un des principaux centres de diversification de la famille des cactus, très menacée au niveau mondial. La vallée abrite notamment les forêts de cactus tubulaires les plus denses de la planète, qui modèlent un paysage unique également composé d’agaves, de yuccas ou encore de chênes. Les traces archéologiques révèlent par ailleurs un processus d'évolution technique qui reflète la domestication précoce des végétaux. La vallée présente un système exceptionnel de gestion de l'eau constitué de canaux, de puits, d'aqueducs et de barrages qui sont les plus anciens du continent et ont permis la sédentarisation de communautés vivant de l'agriculture.",,,2018,,0,-97.1871528,17.9899611,145255.20,(iv)(x),Mixed,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,2024-04-28 08:57:02.162014,2024-05-01 10:25:33.481789,特瓦坎-克伊克特蘭谷：墨西哥中美洲原生地,墨西哥,德瓦卡恩-庫伊卡特蘭谷，屬於馬雅地區的一部分，是北美洲所有乾旱或半乾旱地區中生物多樣性最豐富的地方。由Zapotitlán-Cuicatlán、San Juan Raya和Purrón三個組成部分組成，是仙人掌科植物最主要的多樣化中心之一，全球危急瀕臨絕種。該谷擁有世界上最密集的柱狀仙人掌森林，形成了獨特的景觀，同時還包括龍舌蘭、丝兰和橡树。考古遺跡展示了技術發展和早期作物馴養。該谷擁有一個卓越的水利管理系統，包括運河、井、引水渠和水壩，是整個大陸最古老的，這使得農業定居點得以興起。,拉丁美洲和加勒比海
1068,2093,Nan Madol: Ceremonial Centre of Eastern Micronesia,Nan Madol : centre cérémoniel de la Micronésie orientale,"Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. These islets harbour the remains of stone palaces, temples, tombs and residential domains built between 1200 and 1500 CE. These ruins represent the ceremonial centre of the Saudeleur dynasty, a vibrant period in Pacific Island culture. The huge scale of the edifices, their technical sophistication and the concentration of megalithic structures bear testimony to complex social and religious practices of the island societies of the period. The site was also inscribed on the List of World Heritage in Danger due to threats, notably the siltation of waterways that is contributing to the unchecked growth of mangroves and undermining existing edifices.","Nan Madol est une série de plus de 100 îlots artificiels formés de murs de basalt et de blocs de corail, située au large de la côte sud-est de Pohnpei. Ces îlots abritent les vestiges de palais, de temples, de sépultures et de domaines résidentiels en pierre, érigés entre 1200 et 1500 ans de notre ère. Ces vestiges représentent le centre cérémoniel de la dynastie Saudeleur, une période dynamique de la culture insulaire du Pacifique. L’échelle colossale de ces édifices, le perfectionnement technique et la concentration des structures mégalithiques témoignent de la complexité des pratiques sociales et religieuses des sociétés insulaires de l’époque. Le site a été inscrit simultanément sur la Liste du patrimoine mondial en péril en raison de menaces, notamment l'envasement des voies navigables qui favorise la croissance incontrôlée de la mangrove et fragilise les constructions existantes.",,,2016,,1,158.3308333,6.8397222,76.70,(i)(iii)(iv)(vi),Cultural,Micronesia (Federated States of),Micronésie (États fédérés de),Asia and the Pacific,Asie et Pacifique,2024-04-28 08:57:02.163652,2024-05-01 10:25:43.234929,南瑪都: 東密克羅尼西亞的儀式中心,密克羅尼西亞聯邦,南瑪都是位於波納佩島東南沿岸的一系列超過100個小島，這些小島由玄武岩和珊瑚礁石建成。這些小島上保存了建於公元1200至1500年間的石頭宮殿、寺廟、墳墓和住宅區的遺跡。這些廢墟代表了索德爾王朝的儀式中心，這是太平洋島嶼文化中一個繁榮的時期。這些建築物的巨大規模、技術精湛和巨石結構的集中，證明了當時島嶼社會複雜的社會和宗教實踐。由於威脅，特別是水道淤積導致紅樹林無節制生長並破壞現有建築物，該遺址還被列入了世界遺產危機清單。,亞洲和太平洋
1069,1259,Orkhon Valley Cultural Landscape,Paysage culturel de la vallée de l’Orkhon,"The 121,967-ha Orkhon Valley Cultural Landscape encompasses an extensive area of pastureland on both banks of the Orkhon River and includes numerous archaeological remains dating back to the 6th century. The site also includes Kharkhorum, the 13th- and 14th-century capital of Chingis (Genghis) Khan’s vast Empire. Collectively the remains in the site reflect the symbiotic links between nomadic, pastoral societies and their administrative and religious centres, and the importance of the Orkhon valley in the history of central Asia. The grassland is still grazed by Mongolian nomadic pastoralists.","Le paysage culturel de la vallée de l’Orkhon, d’environ 121 967 ha, couvre une vaste zone de pâturages sur les deux rives de l’Orkhon et comprend de nombreux vestiges archéologiques remontant au VIe siècle. Le site englobe également Karakorum, capitale aux XIIIe et XIVe siècles du vaste empire de Chingis (Gengis) Khan. Les vestiges du site reflètent les liens symbiotiques entre les sociétés pastorales nomades et leurs centres administratifs et religieux, et l’importance de la vallée de l’Orkhon dans l’histoire de l’Asie centrale. Les herbages sont encore utilisés aujourd’hui par les bergers nomades de Mongolie.","<em>Criterion (ii):</em> The Orkhon valley clearly demonstrates how a strong and persistent nomadic culture, led to the development of extensive trade networks and the creation of large administrative, commercial, military and religious centres. The empires that these urban centres supported undoubtedly influenced societies across Asia and into Europe and in turn absorbed influence from both east and west in a true interchange of human values.</p>
 <p><em>Criterion (iii):</em> Underpinning all the development within the Orkhon valley for the past two millennia has been a strong culture of nomadic pastoralism. This culture is still a revered and indeed central part of Mongolian society and is highly respected as a ‘noble’ way to live in harmony with the landscape.</p>
 <p><em>Criterion (iv):</em> The Orkhon valley is an outstanding example of a valley that illustrates several significant stages in human history. First and foremost it was the centre of the Mongolian Empire; secondly it reflects a particular Mongolian variation of Turkish power; thirdly, the Tuvkhun hermitage monastery was the setting for the development of a Mongolian form of Buddhism; and fourthly, Khar Balgas, reflects the Uighur urban culture in the capital of the Uighur Empire.","<em>Critère (ii) :</em> La vallée de l’Orkhon démontre clairement la manière dont une culture nomade forte et pérenne a conduit au développement de réseaux commerciaux étendus et à la création de grands centres administratifs, marchands, militaires et religieux. Les empires que ces centres urbains ont soutenus ont sans aucun doute influencé des sociétés à travers l’Asie et en Europe et à leur tour ont absorbé des influences à la fois de l’Orient et de l’Occident dans un véritable échange de valeurs humaines.</p>
 <p><em>Critère (iii) :</em> À la base de tout le développement de la vallée de l’Orkhon sur les deux derniers millénaires se trouve une culture solide de pastoralisme nomade. Cette culture est toujours une pièce maîtresse révérée de la société mongole et elle est hautement respectée en tant que mode de vie « noble » en harmonie avec le paysage.</p>
 <p><em>Critère (iv) :</em> La vallée de l’Orkhon est un exemple exceptionnel de vallée illustrant plusieurs étapes significatives de l’histoire humaine. Avant tout, elle était le centre de l’empire mongol. En second lieu, elle reflète une variation du pouvoir turc propre à la Mongolie. En troisième lieu, le monastère de l’ermitage de Tuvkhun fut le berceau du développement d’une forme mongole du bouddhisme. Quatrièmement, Kharabalgas reflète la culture urbaine ouïgoure de la capitale de l’empire ouïgour.",2004,,0,102.6784820,47.4792140,121967.00,(ii)(iii)(iv),Cultural,Mongolia,Mongolie,Asia and the Pacific,Asie et Pacifique,2024-04-28 08:57:02.16588,2024-05-01 10:25:50.756663,奧爾洪谷文化景觀,蒙古,"位於面積達121,967公頃的Orkhon Valley文化景觀包括了奧爾洪河兩岸廣闊的牧草地，並包含眾多可以追溯至6世紀的古代考古遺跡。該遺址還包括哈爾克霍倫(Kharkhorum)，這座位於13世紀和14世紀的成吉思汗帝國首都。整個遺址中的遺跡反映了游牧、牧民社會與其行政和宗教中心之間的共生關係，以及奧爾洪河谷在中亞歷史中的重要性。這片草原仍然是蒙古游牧民的放牧地。",亞洲和太平洋
1070,1773,Petroglyphic Complexes of the Mongolian Altai,"Ensembles de pétroglyphes de l'Altaï mongol","The numerous rock carvings and funerary monuments found in these three sites illustrate the development of culture in Mongolia over a period of 12,000 years. The earliest images reflect a time (11,000 - 6,000 BC) when the area was partly forested and the valley provided a habitat for hunters of large game. Later images show the transition to herding as the dominant way of life. The most recent images show the transition to a horse-dependent nomadic lifestyle during the early 1st millennium BC, the Scythian period and the later Turkic period (7th and 8th centuries AD). The carvings contribute valuably to our understanding of pre-historic communities in northern Asia.","De nombreux p&eacute;troglyphes et des monuments fun&eacute;raires d&eacute;couverts sur ces trois sites illustrent le d&eacute;veloppement de la culture en Mongolie sur une p&eacute;riode de quelque 12 000 ans. Les images les plus anciennes refl&egrave;tent une &eacute;poque (11 000 - 6 000 av. J.-C.) o&ugrave; la zone &eacute;tait en partie bois&eacute;e et o&ugrave; la vall&eacute;e offrait un habitat aux chasseurs de gros gibier. Les repr&eacute;sentations post&eacute;rieures correspondent &agrave; la transition vers le pastoralisme comme mode de vie dominant. Les repr&eacute;sentations les plus r&eacute;centes montrent la transition vers un nomadisme &eacute;questre durant le 1er mill&eacute;naire av. J.C., la p&eacute;riode scythe et la p&eacute;riode turcique ult&eacute;rieure (VII-VIIIe si&egrave;cles apr&egrave;s J.-C.). Ces p&eacute;troglyphes apportent une pr&eacute;cieuse contribution &agrave; notre compr&eacute;hension de la vie des communaut&eacute;s pr&eacute;historiques en Asie du nord.",,,2011,,0,88.3952778,49.3338889,11300.00,(iii),Cultural,Mongolia,Mongolie,Asia and the Pacific,Asie et Pacifique,2024-04-28 08:57:02.167479,2024-05-01 10:25:57.037638,蒙古阿爾泰石刻群,蒙古,"這三個遺址中發現的眾多岩石雕刻和墓葬紀念碑展示了蒙古文化在過去12,000年間的演變。最早期的圖像反映了一個（公元前11,000 - 6,000年）這個地區部分被森林覆蓋，山谷提供了狩獵大型獵物的棲息地的時代。後來的圖像顯示了轉向畜牧為主要生活方式的過渡。最近的圖像顯示了在公元前1世紀早期轉向依賴馬匹的游牧生活方式，斯基泰人時期和後來的突厥人時期（公元7和8世紀）。這些雕刻對我們理解亞洲北部史前社區做出了寶貴貢獻。",亞洲和太平洋
1071,2018,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Grande montagne Burkhan Khaldun et son paysage sacré environnant,"The site is situated in the north-east of the country in the central part of the Khentii mountain chain where the vast Central Asian steppe meets the coniferous forests of the Siberian taiga. Burkhan Khaldun is associated with the worship of sacred mountains, rivers and <em>ovoo-s</em><span> (shamanic rock cairns), in which ceremonies have been shaped by a fusion of ancient shamanic and Buddhist practices. The site is also believed to be the place of Genghis Khan’s birth and burial. It testifies to his efforts to establish mountain worship as an important part of the unification of the Mongol people.</span>","Situé dans le nord-est du pays, le site se trouve dans la partie centrale de la chaîne des monts Khentii. C'est là que les grandes steppes d'Asie centrale cèdent la place aux forêts de conifères de la taïga sibérienne. Le Burkhan Khaldun est associé au culte des montagnes, des rivières et des ovoos (cairns de pierre chamaniques), dont les cérémonies ont été façonnées par la fusion de pratiques chamaniques et bouddhistes anciennes. Le Burkhan Khaldun est également associé avec le lieu de naissance et de sépulture de Gengis Khan. Le site témoigne de ses efforts pour formaliser le culte des montagnes, élément important dans l'unification des peuples mongols.",,,2015,,0,109.0093278,48.7619778,443739.20,(iv)(vi),Cultural,Mongolia,Mongolie,Asia and the Pacific,Asie et Pacifique,2024-04-28 08:57:02.16881,2024-05-01 10:26:05.158071,大布爾汗哈爾敦山及其周圍的神聖景觀,蒙古,這座世界遺產位於該國東北部的中部赫連特山脈，廣闊的中亞大草原與西伯利亞针葉林相接之處。布爾汗哈爾敦與對聖山、河流和薩滿石堆（石堆）的崇拜有關，其中的儀式形成了古老薩滿和佛教實踐的融合。這個遺址也被認為是成吉思汗的出生地和埋葬地。它證明了他致力於將山崇拜建立為蒙古人統一的重要部分。,亞洲和太平洋
